"date" "lat_pm" "long_pm" "pm" "lat_aot" "long_aot" "aot"
2009-09-01 21.303382 -157.871171 8.1 21.2 -157.9 0.0527621060609818
2009-09-02 21.303382 -157.871171 10.6 21.2 -157.9 0.0901605635881424
2009-09-03 21.303382 -157.871171 10.8 21.2 -157.9 0.0805691331624985
2009-09-04 21.303382 -157.871171 10.9 21.2 -157.9 -0.00647903978824615
2009-09-05 21.303382 -157.871171 9.8 21.2 -157.9 0.0996445119380951
2009-09-06 21.303382 -157.871171 9.3 21.2 -157.9 0.123824536800385
2009-09-10 21.303382 -157.871171 11.5 21.2 -157.9 0.217831268906593
2009-09-14 21.303382 -157.871171 9 21.2 -157.9 0.0179428309202194
2009-09-15 21.303382 -157.871171 7.7 21.2 -157.9 0.217105820775032
2009-09-16 21.303382 -157.871171 8.1 21.2 -157.9 -0.0668082311749458
2009-09-18 21.303382 -157.871171 12.4 21.2 -157.9 -0.0142972469329834
2009-09-19 21.303382 -157.871171 10.1 21.2 -157.9 0.0901605635881424
2009-09-22 21.303382 -157.871171 4.3 21.2 -157.9 -0.145514294505119
2009-09-23 21.303382 -157.871171 4.2 21.2 -157.9 0.125181347131729
2009-09-24 21.303382 -157.871171 4.8 21.2 -157.9 0.140616253018379
2009-09-25 21.303382 -157.871171 3.5 21.2 -157.9 0.181601464748383
2009-09-26 21.303382 -157.871171 6 21.2 -157.9 0.0618699043989182
2009-09-27 21.303382 -157.871171 6.5 21.2 -157.9 0.130138233304024
2009-10-05 21.303382 -157.871171 6.5 21.2 -157.9 0.0528426915407181
2009-10-06 21.303382 -157.871171 8.7 21.2 -157.9 -0.0832909643650055
2009-10-12 21.303382 -157.871171 3.7 21.2 -157.9 0.0999131947755814
2009-10-13 21.303382 -157.871171 2.8 21.2 -157.9 0.187686771154404
2009-10-14 21.303382 -157.871171 3 21.2 -157.9 0.043815478682518
2009-10-15 21.303382 -157.871171 3.4 21.2 -157.9 0.075854055583477
2009-10-16 21.303382 -157.871171 4.5 21.2 -157.9 -0.15357431769371
2009-10-23 21.303382 -157.871171 9.4 21.2 -157.9 0.172695115208626
2009-10-24 21.303382 -157.871171 9.7 21.2 -157.9 0.161814108490944
2009-10-25 21.303382 -157.871171 5.4 21.2 -157.9 0.214486300945282
2009-10-26 21.303382 -157.871171 6.5 21.2 -157.9 -0.0509703159332275
2009-10-31 21.303382 -157.871171 6 21.2 -157.9 0.0805691331624985
2009-11-01 21.303382 -157.871171 3.1 21.2 -157.9 0.0712195187807083
2009-11-02 21.303382 -157.871171 1.7 21.2 -157.9 0.150288283824921
2009-11-11 21.303382 -157.871171 4 21.2 -157.9 0.0618699043989182
2009-11-12 21.303382 -157.871171 6 21.2 -157.9 0.0403899699449539
2009-11-14 21.303382 -157.871171 8.3 21.2 -157.9 0.043815478682518
2009-11-19 21.303382 -157.871171 3 21.2 -157.9 0.119902029633522
2009-11-20 21.303382 -157.871171 5.5 21.2 -157.9 0.0999131947755814
2009-11-21 21.303382 -157.871171 3.5 21.2 -157.9 0.0855260640382767
2009-11-22 21.303382 -157.871171 2.8 21.2 -157.9 0.146943390369415
2009-11-23 21.303382 -157.871171 4.5 21.2 -157.9 -0.0142972469329834
2009-11-24 21.303382 -157.871171 5.1 21.2 -157.9 -0.0955421850085258
2009-11-29 21.303382 -157.871171 6.9 21.2 -157.9 0.119902029633522
2009-12-01 21.303382 -157.871171 2.4 21.2 -157.9 0.109827026724815
2009-12-02 21.303382 -157.871171 5.7 21.2 -157.9 -0.0756742581725121
2009-12-03 21.303382 -157.871171 5.5 21.2 -157.9 -0.0774071589112282
2009-12-09 21.303382 -157.871171 12 21.2 -157.9 0.0527621060609818
2009-12-10 21.303382 -157.871171 8.6 21.2 -157.9 0.00964100658893585
2009-12-11 21.303382 -157.871171 6.5 21.2 -157.9 -0.0287246704101562
2009-12-12 21.303382 -157.871171 7.4 21.2 -157.9 0.0350300520658493
2009-12-13 21.303382 -157.871171 6.7 21.2 -157.9 0.622202157974243
2009-12-14 21.303382 -157.871171 7.1 21.2 -157.9 -0.173885554075241
2009-12-18 21.303382 -157.871171 6.8 21.2 -157.9 0.071138933300972
2009-12-19 21.303382 -157.871171 5.7 21.2 -157.9 0.130138233304024
2009-12-21 21.303382 -157.871171 9 21.2 -157.9 0.0331359431147575
2009-12-22 21.303382 -157.871171 6 21.2 -157.9 -0.0142972469329834
2009-12-27 21.303382 -157.871171 11 21.2 -157.9 0.043815478682518
2009-12-28 21.303382 -157.871171 10.1 21.2 -157.9 0.0264058411121368
2000-01-30 21.392833 -157.969126 2.5 21.3 -158 0.0527621060609818
2000-01-31 21.392833 -157.969126 6.1 21.3 -158 0.043815478682518
2000-02-08 21.392833 -157.969126 6.2 21.3 -158 0.071138933300972
2000-02-09 21.392833 -157.969126 7.7 21.3 -158 0.071138933300972
2000-02-16 21.392833 -157.969126 11.3 21.3 -158 0.119902029633522
2000-02-17 21.392833 -157.969126 5 21.3 -158 0.0999131947755814
2000-02-18 21.392833 -157.969126 2.7 21.3 -158 -0.0439580827951431
2000-03-03 21.392833 -157.969126 4.7 21.3 -158 0.0527621060609818
2000-03-04 21.392833 -157.969126 4.3 21.3 -158 0.119902029633522
2000-03-05 21.392833 -157.969126 6 21.3 -158 0.109827026724815
2000-03-13 21.392833 -157.969126 2.2 21.3 -158 0.0805691331624985
2000-03-14 21.392833 -157.969126 4.9 21.3 -158 0.0999131947755814
2000-03-21 21.392833 -157.969126 6.3 21.3 -158 0.0999131947755814
2000-03-22 21.392833 -157.969126 8.1 21.3 -158 0.151094272732735
2000-04-07 21.392833 -157.969126 4 21.3 -158 0.0901605635881424
2000-04-10 21.392833 -157.969126 3 21.3 -158 0.119902029633522
2006-01-29 21.392833 -157.969126 3 21.3 -158 0.00150038301944733
2006-02-04 21.392833 -157.969126 1.1 21.3 -158 0.172695115208626
2006-04-17 21.392833 -157.969126 4.1 21.3 -158 0.140535667538643
2006-05-14 21.392833 -157.969126 4.7 21.3 -158 0.151094272732735
2006-05-20 21.392833 -157.969126 2.4 21.3 -158 0.341955482959747
2006-05-26 21.392833 -157.969126 4.3 21.3 -158 -0.0509703159332275
2006-06-13 21.392833 -157.969126 3.6 21.3 -158 0.109827026724815
2006-08-03 21.392833 -157.969126 2.7 21.3 -158 0.396118760108948
2006-09-11 21.392833 -157.969126 2.2 21.3 -158 0.0901605635881424
2006-10-29 21.392833 -157.969126 2.4 21.3 -158 0.119902029633522
2006-11-28 21.392833 -157.969126 4.4 21.3 -158 0.151094272732735
2007-01-15 21.392833 -157.969126 4.4 21.3 -158 0.119902029633522
2007-01-18 21.392833 -157.969126 3.6 21.3 -158 0.0999131947755814
2007-01-27 21.392833 -157.969126 4.7 21.3 -158 0.109827026724815
2007-02-05 21.392833 -157.969126 6.1 21.3 -158 0.206305339932442
2007-02-14 21.392833 -157.969126 4.4 21.3 -158 0.0999131947755814
2007-03-07 21.392833 -157.969126 9.2 21.3 -158 -0.0142972469329834
2007-04-15 21.392833 -157.969126 3.2 21.3 -158 0.396118760108948
2007-04-24 21.392833 -157.969126 4.5 21.3 -158 0.241366490721703
2007-06-20 21.392833 -157.969126 3 21.3 -158 0.0618699043989182
2007-09-26 21.392833 -157.969126 2.7 21.3 -158 0.0999131947755814
2007-09-27 21.392833 -157.969126 2.3 21.3 -158 0.119902029633522
2007-10-24 21.392833 -157.969126 3.1 21.3 -158 0.18373729288578
2007-11-14 21.392833 -157.969126 2.5 21.3 -158 0.27787834405899
2007-11-23 21.392833 -157.969126 3.1 21.3 -158 0.0618699043989182
2007-12-23 21.392833 -157.969126 3.8 21.3 -158 0.194940730929375
2008-03-10 21.392833 -157.969126 11.7 21.3 -158 0.368714690208435
2008-03-25 21.392833 -157.969126 4 21.3 -158 0.0527621060609818
2008-04-03 21.392833 -157.969126 6.1 21.3 -158 0.194940730929375
2008-06-26 21.392833 -157.969126 3.8 21.3 -158 0.253375887870789
2008-07-05 21.392833 -157.969126 3.8 21.3 -158 -0.0294500589370728
2008-07-17 21.392833 -157.969126 4.7 21.3 -158 0.0618699043989182
2008-08-16 21.392833 -157.969126 2.4 21.3 -158 -0.0142972469329834
2008-08-19 21.392833 -157.969126 2 21.3 -158 0.109827026724815
2008-09-18 21.392833 -157.969126 2.8 21.3 -158 0.0527621060609818
2008-10-03 21.392833 -157.969126 2.9 21.3 -158 0.303025603294373
2008-10-06 21.392833 -157.969126 2.1 21.3 -158 0.303025603294373
2008-10-24 21.392833 -157.969126 3.6 21.3 -158 0.0999131947755814
2009-01-10 21.392833 -157.969126 6.2 21.3 -158 0.0999131947755814
2009-01-20 21.392833 -157.969126 6 21.3 -158 0.043815478682518
2009-02-07 21.392833 -157.969126 4.3 21.3 -158 0.0999131947755814
2009-02-10 21.392833 -157.969126 6.2 21.3 -158 -0.0645111352205276
2009-02-14 21.392833 -157.969126 3.9 21.3 -158 0.253375887870789
2009-02-15 21.392833 -157.969126 5.7 21.3 -158 0.161814108490944
2009-02-17 21.392833 -157.969126 5.4 21.3 -158 0.290371358394623
2009-02-18 21.392833 -157.969126 2 21.3 -158 0.315841019153595
2009-02-27 21.392833 -157.969126 2.5 21.3 -158 0.265546500682831
2009-04-07 21.392833 -157.969126 6 21.3 -158 0.194940730929375
2009-04-15 21.392833 -157.969126 5.2 21.3 -158 0.0179428309202194
2009-05-13 21.392833 -157.969126 8.5 21.3 -158 0.303025603294373
2009-05-22 21.392833 -157.969126 7.7 21.3 -158 0.119902029633522
2009-05-25 21.392833 -157.969126 6.4 21.3 -158 0.0805691331624985
2009-06-02 21.392833 -157.969126 6.5 21.3 -158 0.27787834405899
2009-06-03 21.392833 -157.969126 5.4 21.3 -158 0.0805691331624985
2009-06-09 21.392833 -157.969126 2.5 21.3 -158 0.512183010578156
2009-06-12 21.392833 -157.969126 9 21.3 -158 0.109827026724815
2009-06-22 21.392833 -157.969126 7.2 21.3 -158 0.290371358394623
2009-06-25 21.392833 -157.969126 5.3 21.3 -158 0.265546500682831
2009-06-28 21.392833 -157.969126 3 21.3 -158 0.574083864688873
2009-06-29 21.392833 -157.969126 5.5 21.3 -158 0.0805691331624985
2009-07-02 21.392833 -157.969126 4 21.3 -158 -0.00647903978824615
2009-07-11 21.392833 -157.969126 2.6 21.3 -158 0.151094272732735
2009-07-16 21.392833 -157.969126 3.1 21.3 -158 0.206305339932442
2009-07-20 21.392833 -157.969126 2.8 21.3 -158 0.0527621060609818
2009-08-06 21.392833 -157.969126 6.2 21.3 -158 0.152142077684402
2009-08-08 21.392833 -157.969126 3.8 21.3 -158 0.194940730929375
2009-08-09 21.392833 -157.969126 3.3 21.3 -158 0.109827026724815
2009-08-10 21.392833 -157.969126 3.4 21.3 -158 -0.0142972469329834
2009-08-17 21.392833 -157.969126 5.2 21.3 -158 0.125020131468773
2009-08-18 21.392833 -157.969126 2 21.3 -158 0.194940730929375
2009-08-19 21.392833 -157.969126 2 21.3 -158 0.0618699043989182
